benchmark,question_id,true_answer,majority_vote,weighted_vote,random_vote,best_agent,mv_correct,wv_correct,rv_correct,bv_correct,num_missing_agents,missing_agents,exceeds_missing_threshold,very_strong_answer,very_strong_correct,strong_answer,strong_correct,medium_answer,medium_correct,weak_answer,weak_correct,very_weak_answer,very_weak_correct
mmlu,17,B,B,B,C,B,1,1,0,1,3,"very_strong,medium,weak",0,,0,B,1,,0,,0,C,0
mmlu,18,A,A,A,A,A,1,1,1,1,0,,0,A,1,B,0,A,1,A,1,A,1
mmlu,19,B,B,B,A,B,1,1,0,1,0,,0,B,1,A,0,A,0,B,1,B,1
mmlu,20,D,D,D,D,D,1,1,1,1,1,medium,0,D,1,D,1,,0,D,1,D,1
mmlu,21,B,B,B,B,B,1,1,1,1,0,,0,B,1,B,1,B,1,B,1,B,1
mmlu,22,D,D,D,D,D,1,1,1,1,0,,0,D,1,D,1,A,0,D,1,D,1
mmlu,23,B,B,B,B,B,1,1,1,1,0,,0,B,1,B,1,D,0,B,1,B,1
mmlu,24,A,A,A,B,A,1,1,0,1,1,medium,0,A,1,C,0,,0,A,1,B,0
mmlu,25,C,C,C,C,C,1,1,1,1,0,,0,C,1,C,1,A,0,C,1,A,0
mmlu,26,D,D,D,D,D,1,1,1,1,1,medium,0,D,1,D,1,,0,D,1,D,1
mmlu,27,C,C,C,C,C,1,1,1,1,1,medium,0,C,1,C,1,,0,A,0,C,1
mmlu,28,C,C,C,C,C,1,1,1,1,0,,0,C,1,C,1,A,0,C,1,D,0
mmlu,29,D,D,D,B,D,1,1,0,1,0,,0,D,1,D,1,B,0,D,1,D,1
mmlu,30,C,C,C,C,C,1,1,1,1,0,,0,C,1,C,1,A,0,C,1,C,1
mmlu,31,A,A,A,A,A,1,1,1,1,1,medium,0,A,1,A,1,,0,A,1,A,1
mmlu,32,D,D,D,D,D,1,1,1,1,0,,0,D,1,D,1,B,0,D,1,D,1
mmlu,33,A,A,A,A,A,1,1,1,1,1,medium,0,A,1,A,1,,0,A,1,A,1
mmlu,34,A,A,A,A,A,1,1,1,1,2,"very_strong,medium",0,,0,A,1,,0,A,1,A,1
mmlu,35,D,D,D,B,B,1,1,0,0,1,weak,0,B,0,D,1,C,0,,0,D,1
mmlu,36,C,C,C,C,C,1,1,1,1,2,"strong,medium",0,C,1,,0,,0,C,1,A,0
mmlu,37,C,C,C,C,C,1,1,1,1,0,,0,C,1,C,1,D,0,C,1,C,1
mmlu,38,A,A,A,A,A,1,1,1,1,1,medium,0,A,1,A,1,,0,A,1,A,1
mmlu,39,A,A,A,A,A,1,1,1,1,0,,0,A,1,A,1,C,0,A,1,A,1
mmlu,40,B,B,B,B,B,1,1,1,1,0,,0,B,1,B,1,B,1,B,1,A,0
mmlu,41,C,C,C,C,C,1,1,1,1,0,,0,C,1,C,1,C,1,C,1,C,1
mmlu,42,B,D,B,B,B,0,1,1,1,3,"very_strong,strong,weak",0,,0,,0,D,0,,0,B,1
mmlu,43,C,C,C,C,C,1,1,1,1,0,,0,C,1,C,1,C,1,A,0,C,1
mmlu,44,C,C,C,C,C,1,1,1,1,1,very_weak,0,C,1,C,1,A,0,C,1,,0
mmlu,45,D,D,D,B,D,1,1,0,1,1,medium,0,D,1,A,0,,0,B,0,D,1
mmlu,46,D,D,D,D,D,1,1,1,1,0,,0,D,1,D,1,A,0,D,1,D,1
mmlu,47,A,A,A,A,A,1,1,1,1,1,very_weak,0,A,1,A,1,B,0,A,1,,0
mmlu,48,D,D,D,D,D,1,1,1,1,0,,0,D,1,D,1,C,0,D,1,D,1
mmlu,49,B,B,B,B,B,1,1,1,1,1,medium,0,B,1,B,1,,0,B,1,B,1
mmlu,50,D,D,D,D,D,1,1,1,1,2,"medium,very_weak",0,D,1,D,1,,0,D,1,,0
mmlu,51,A,A,A,A,A,1,1,1,1,3,"medium,weak,very_weak",0,A,1,A,1,,0,,0,,0
mmlu,52,B,C,C,D,C,0,0,0,0,2,"very_strong,weak",0,,0,C,0,C,0,,0,D,0
mmlu,53,C,C,C,C,C,1,1,1,1,1,medium,0,C,1,C,1,,0,C,1,C,1
mmlu,54,C,C,C,C,C,1,1,1,1,1,medium,0,C,1,C,1,,0,C,1,C,1
mmlu,55,A,A,A,A,A,1,1,1,1,0,,0,A,1,A,1,C,0,A,1,A,1
mmlu,56,B,B,B,B,B,1,1,1,1,0,,0,B,1,B,1,B,1,B,1,B,1
mmlu,57,B,B,B,B,B,1,1,1,1,1,medium,0,B,1,B,1,,0,B,1,B,1
mmlu,58,B,B,B,B,B,1,1,1,1,1,medium,0,B,1,B,1,,0,B,1,B,1
mmlu,59,C,C,C,C,C,1,1,1,1,0,,0,C,1,C,1,B,0,C,1,C,1
mmlu,60,D,D,D,D,D,1,1,1,1,1,weak,0,D,1,D,1,B,0,,0,D,1
mmlu,61,B,B,B,B,B,1,1,1,1,0,,0,B,1,B,1,B,1,B,1,B,1
mmlu,62,A,C,C,C,C,0,0,0,0,2,"very_strong,weak",0,,0,C,0,C,0,,0,A,1
mmlu,63,D,D,D,D,A,1,1,1,0,1,medium,0,A,0,D,1,,0,D,1,D,1
mmlu,64,C,C,C,C,C,1,1,1,1,0,,0,C,1,C,1,B,0,C,1,C,1
mmlu,65,B,B,B,B,B,1,1,1,1,1,medium,0,B,1,B,1,,0,B,1,B,1
mmlu,66,C,C,C,C,C,1,1,1,1,1,medium,0,C,1,C,1,,0,C,1,C,1
mmlu,67,B,C,C,C,C,0,0,0,0,3,"strong,medium,weak",0,C,0,,0,,0,,0,B,1
mmlu,68,D,D,D,D,D,1,1,1,1,0,,0,D,1,D,1,A,0,D,1,D,1
mmlu,69,A,A,A,A,A,1,1,1,1,1,medium,0,A,1,A,1,,0,A,1,A,1
mmlu,70,C,C,C,C,C,1,1,1,1,0,,0,C,1,C,1,A,0,C,1,C,1
mmlu,71,B,B,B,A,B,1,1,0,1,1,medium,0,B,1,B,1,,0,B,1,A,0
mmlu,72,A,A,A,A,A,1,1,1,1,1,medium,0,A,1,A,1,,0,A,1,A,1
mmlu,73,C,C,C,C,C,1,1,1,1,0,,0,C,1,C,1,D,0,C,1,C,1
mmlu,74,B,B,B,B,B,1,1,1,1,2,"very_strong,weak",0,,0,B,1,A,0,,0,B,1
mmlu,75,D,D,D,D,D,1,1,1,1,3,"medium,weak,very_weak",0,D,1,D,1,,0,,0,,0
mmlu,76,D,D,D,D,D,1,1,1,1,0,,0,D,1,D,1,A,0,D,1,D,1
mmlu,77,A,A,A,A,A,1,1,1,1,1,medium,0,A,1,A,1,,0,A,1,A,1
mmlu,78,C,C,C,C,C,1,1,1,1,1,medium,0,C,1,C,1,,0,C,1,B,0
mmlu,79,B,B,B,A,B,1,1,0,1,2,"very_strong,weak",0,,0,B,1,A,0,,0,B,1
mmlu,80,B,B,B,B,B,1,1,1,1,0,,0,B,1,B,1,A,0,B,1,B,1
mmlu,81,A,D,D,D,D,0,0,0,0,2,"very_strong,weak",0,,0,D,0,B,0,,0,C,0
mmlu,82,C,C,C,C,C,1,1,1,1,2,"strong,medium",0,C,1,,0,,0,C,1,B,0
mmlu,83,D,D,D,D,D,1,1,1,1,1,medium,0,D,1,D,1,,0,D,1,D,1
mmlu,84,D,D,D,D,D,1,1,1,1,0,,0,D,1,D,1,D,1,D,1,D,1
mmlu,85,B,B,B,B,B,1,1,1,1,0,,0,B,1,B,1,C,0,B,1,B,1
mmlu,86,D,D,D,A,D,1,1,0,1,2,"weak,very_weak",0,D,1,D,1,A,0,,0,,0
mmlu,87,A,A,A,A,A,1,1,1,1,0,,0,A,1,A,1,C,0,A,1,A,1
mmlu,88,D,D,D,D,D,1,1,1,1,1,medium,0,D,1,D,1,,0,A,0,D,1
mmlu,89,C,A,A,A,A,0,0,0,0,3,"very_strong,medium,weak",0,,0,A,0,,0,,0,B,0
mmlu,90,B,B,C,B,C,1,0,1,0,3,"very_strong,strong,weak",0,,0,,0,B,1,,0,C,0
mmlu,91,C,C,C,C,C,1,1,1,1,1,medium,0,C,1,C,1,,0,C,1,C,1
mmlu,92,B,B,B,A,B,1,1,0,1,1,medium,0,B,1,B,1,,0,B,1,A,0
mmlu,93,D,D,D,D,B,1,1,1,0,0,,0,B,0,D,1,D,1,D,1,D,1
mmlu,94,A,A,A,C,A,1,1,0,1,2,"strong,weak",0,A,1,,0,C,0,,0,A,1
mmlu,95,A,A,A,A,B,1,1,1,0,0,,0,B,0,A,1,C,0,A,1,A,1
mmlu,96,A,A,A,A,A,1,1,1,1,0,,0,A,1,A,1,A,1,A,1,A,1
mmlu,97,B,B,B,B,B,1,1,1,1,0,,0,B,1,B,1,B,1,B,1,B,1
mmlu,98,C,C,C,D,C,1,1,0,1,0,,0,C,1,C,1,D,0,C,1,C,1
mmlu,99,A,A,A,A,A,1,1,1,1,1,medium,0,A,1,A,1,,0,A,1,C,0
mmlu,100,B,B,B,B,B,1,1,1,1,0,,0,B,1,B,1,A,0,B,1,B,1
mmlu,101,D,D,D,D,D,1,1,1,1,2,"medium,weak",0,D,1,D,1,,0,,0,D,1
mmlu,102,C,C,C,C,C,1,1,1,1,1,medium,0,C,1,C,1,,0,C,1,C,1
mmlu,103,D,D,D,D,D,1,1,1,1,0,,0,D,1,D,1,B,0,D,1,D,1
mmlu,104,D,D,D,C,D,1,1,0,1,2,"medium,weak",0,D,1,A,0,,0,,0,C,0
mmlu,105,A,A,A,A,A,1,1,1,1,0,,0,A,1,A,1,B,0,A,1,A,1
mmlu,106,B,B,B,B,B,1,1,1,1,2,"medium,weak",0,B,1,B,1,,0,,0,B,1
mmlu,107,C,C,C,C,C,1,1,1,1,2,"weak,very_weak",0,C,1,C,1,B,0,,0,,0
mmlu,108,C,C,C,C,C,1,1,1,1,0,,0,C,1,C,1,B,0,C,1,C,1
mmlu,109,D,D,D,D,D,1,1,1,1,0,,0,D,1,D,1,D,1,D,1,D,1
mmlu,110,C,C,C,C,C,1,1,1,1,1,medium,0,C,1,C,1,,0,C,1,C,1
mmlu,111,C,C,C,C,C,1,1,1,1,0,,0,C,1,C,1,C,1,C,1,A,0
mmlu,112,A,A,A,A,A,1,1,1,1,0,,0,A,1,A,1,D,0,A,1,B,0
mmlu,113,A,A,A,A,A,1,1,1,1,0,,0,A,1,A,1,D,0,A,1,B,0
mmlu,114,D,D,D,D,D,1,1,1,1,1,medium,0,D,1,D,1,,0,D,1,D,1
mmlu,115,A,A,A,A,A,1,1,1,1,2,"very_strong,medium",0,,0,A,1,,0,A,1,A,1
mmlu,116,C,C,C,C,C,1,1,1,1,0,,0,C,1,A,0,B,0,C,1,C,1
mmlu,117,C,C,C,C,C,1,1,1,1,1,medium,0,C,1,C,1,,0,C,1,C,1
mmlu,118,A,A,A,A,A,1,1,1,1,0,,0,A,1,A,1,B,0,A,1,A,1
mmlu,119,B,C,C,C,C,0,0,0,0,3,"very_strong,weak,very_weak",0,,0,C,0,C,0,,0,,0
mmlu,120,B,B,B,B,B,1,1,1,1,1,medium,0,B,1,B,1,,0,B,1,B,1
mmlu,121,A,A,A,A,A,1,1,1,1,0,,0,A,1,C,0,A,1,A,1,A,1
mmlu,122,D,D,D,D,D,1,1,1,1,0,,0,D,1,D,1,A,0,D,1,D,1
mmlu,123,B,B,B,B,B,1,1,1,1,0,,0,B,1,B,1,C,0,B,1,B,1
mmlu,124,D,D,D,D,D,1,1,1,1,2,"strong,very_weak",0,D,1,,0,B,0,D,1,,0
mmlu,125,D,D,D,D,D,1,1,1,1,0,,0,D,1,D,1,B,0,D,1,D,1
mmlu,126,A,A,A,A,A,1,1,1,1,1,medium,0,A,1,A,1,,0,A,1,B,0
mmlu,127,C,A,A,A,A,0,0,0,0,2,"very_strong,weak",0,,0,A,0,A,0,,0,B,0
mmlu,128,C,C,C,C,C,1,1,1,1,3,"very_strong,medium,weak",0,,0,C,1,,0,,0,B,0
mmlu,129,B,B,B,B,B,1,1,1,1,1,medium,0,B,1,B,1,,0,B,1,D,0
mmlu,130,A,A,A,A,A,1,1,1,1,0,,0,A,1,A,1,D,0,A,1,A,1
mmlu,131,B,B,B,C,B,1,1,0,1,0,,0,B,1,B,1,C,0,B,1,B,1
mmlu,132,D,A,A,A,A,0,0,0,0,3,"very_strong,strong,weak",0,,0,,0,A,0,,0,A,0
mmlu,133,B,B,B,B,B,1,1,1,1,1,medium,0,B,1,B,1,,0,B,1,A,0
mmlu,134,B,B,B,B,B,1,1,1,1,0,,0,B,1,B,1,A,0,B,1,B,1
mmlu,135,B,B,B,B,B,1,1,1,1,3,"medium,weak,very_weak",0,B,1,B,1,,0,,0,,0
mmlu,136,B,B,B,B,B,1,1,1,1,1,medium,0,B,1,B,1,,0,B,1,B,1
mmlu,137,B,B,B,B,B,1,1,1,1,0,,0,B,1,B,1,B,1,B,1,B,1
mmlu,138,B,B,B,B,B,1,1,1,1,0,,0,B,1,B,1,C,0,B,1,B,1
mmlu,139,D,D,D,D,D,1,1,1,1,0,,0,D,1,D,1,B,0,D,1,D,1
mmlu,140,D,D,D,D,D,1,1,1,1,0,,0,D,1,D,1,C,0,D,1,D,1
mmlu,141,B,B,B,B,B,1,1,1,1,0,,0,B,1,B,1,C,0,B,1,B,1
mmlu,142,D,D,D,D,D,1,1,1,1,1,medium,0,D,1,D,1,,0,D,1,D,1
mmlu,143,A,A,A,A,A,1,1,1,1,1,very_weak,0,A,1,A,1,A,1,A,1,,0
mmlu,144,D,D,D,D,D,1,1,1,1,1,very_weak,0,D,1,D,1,D,1,D,1,,0
mmlu,145,D,D,D,D,D,1,1,1,1,1,very_weak,0,D,1,D,1,A,0,D,1,,0
mmlu,146,A,A,A,C,A,1,1,0,1,0,,0,A,1,A,1,C,0,A,1,A,1
mmlu,147,C,A,D,D,D,0,0,0,0,3,"very_strong,strong,weak",0,,0,,0,A,0,,0,D,0
mmlu,148,D,D,D,D,D,1,1,1,1,0,,0,D,1,D,1,A,0,D,1,D,1
mmlu,149,D,D,D,B,D,1,1,0,1,3,"strong,medium,weak",0,D,1,,0,,0,,0,B,0
mmlu,150,C,C,C,C,C,1,1,1,1,1,weak,0,C,1,C,1,A,0,,0,A,0
mmlu,151,C,C,C,C,C,1,1,1,1,1,medium,0,C,1,C,1,,0,C,1,C,1
mmlu,152,C,C,C,C,C,1,1,1,1,1,medium,0,C,1,C,1,,0,C,1,C,1
mmlu,153,B,B,B,B,B,1,1,1,1,1,medium,0,B,1,B,1,,0,B,1,B,1
mmlu,154,A,A,A,A,A,1,1,1,1,0,,0,A,1,A,1,D,0,A,1,A,1
mmlu,155,C,C,C,C,C,1,1,1,1,1,medium,0,C,1,C,1,,0,C,1,C,1
mmlu,156,D,D,D,D,D,1,1,1,1,4,"very_strong,medium,weak,very_weak",1,,0,D,1,,0,,0,,0
mmlu,157,D,D,D,C,D,1,1,0,1,0,,0,D,1,C,0,D,1,D,1,B,0
mmlu,158,B,B,B,B,B,1,1,1,1,1,medium,0,B,1,B,1,,0,B,1,B,1
mmlu,159,A,A,A,A,A,1,1,1,1,0,,0,A,1,A,1,C,0,A,1,A,1
mmlu,160,A,A,A,A,A,1,1,1,1,1,very_weak,0,A,1,C,0,A,1,A,1,,0
mmlu,161,B,B,B,B,B,1,1,1,1,1,weak,0,B,1,B,1,A,0,,0,B,1
mmlu,162,D,D,D,D,D,1,1,1,1,0,,0,D,1,D,1,A,0,D,1,D,1
mmlu,163,C,B,B,B,B,0,0,0,0,2,"very_strong,weak",0,,0,B,0,B,0,,0,B,0
mmlu,164,B,B,B,B,B,1,1,1,1,0,,0,B,1,B,1,B,1,B,1,B,1
mmlu,165,D,D,D,D,D,1,1,1,1,0,,0,D,1,D,1,B,0,D,1,D,1
mmlu,166,B,B,B,B,B,1,1,1,1,1,medium,0,B,1,B,1,,0,B,1,B,1
mmlu,167,B,B,B,B,B,1,1,1,1,1,medium,0,B,1,B,1,,0,B,1,B,1
mmlu,168,B,B,B,B,B,1,1,1,1,1,medium,0,B,1,B,1,,0,B,1,B,1
mmlu,169,B,B,B,D,B,1,1,0,1,1,medium,0,B,1,B,1,,0,B,1,D,0
mmlu,170,D,D,D,D,D,1,1,1,1,2,"medium,weak",0,D,1,D,1,,0,,0,D,1
mmlu,171,C,C,C,C,C,1,1,1,1,0,,0,C,1,C,1,C,1,C,1,C,1
mmlu,172,B,B,B,B,B,1,1,1,1,0,,0,B,1,B,1,A,0,B,1,B,1
mmlu,173,C,C,C,C,C,1,1,1,1,3,"very_strong,weak,very_weak",0,,0,C,1,A,0,,0,,0
mmlu,174,C,C,C,C,C,1,1,1,1,1,medium,0,C,1,C,1,,0,C,1,C,1
mmlu,175,C,C,C,C,C,1,1,1,1,1,medium,0,C,1,C,1,,0,C,1,C,1
mmlu,176,A,A,A,A,A,1,1,1,1,0,,0,A,1,A,1,A,1,A,1,A,1
mmlu,177,D,D,D,D,D,1,1,1,1,1,medium,0,D,1,D,1,,0,D,1,A,0
mmlu,178,A,A,A,A,A,1,1,1,1,1,very_weak,0,A,1,A,1,A,1,A,1,,0
mmlu,179,D,C,C,C,C,0,0,0,0,1,very_strong,0,,0,C,0,A,0,C,0,C,0
mmlu,180,A,A,A,A,A,1,1,1,1,0,,0,A,1,A,1,D,0,A,1,A,1
mmlu,181,D,D,D,D,A,1,1,1,0,0,,0,A,0,D,1,D,1,D,1,D,1
mmlu,182,A,A,A,D,A,1,1,0,1,0,,0,A,1,B,0,D,0,A,1,B,0
mmlu,183,C,C,C,C,C,1,1,1,1,1,medium,0,C,1,C,1,,0,C,1,C,1
mmlu,184,C,C,C,B,C,1,1,0,1,1,medium,0,C,1,C,1,,0,C,1,B,0
mmlu,185,C,C,C,C,C,1,1,1,1,0,,0,C,1,C,1,A,0,C,1,C,1
mmlu,186,D,D,D,D,D,1,1,1,1,0,,0,D,1,D,1,C,0,D,1,D,1
mmlu,187,C,C,C,C,C,1,1,1,1,0,,0,C,1,C,1,C,1,C,1,C,1
mmlu,188,B,B,B,B,B,1,1,1,1,1,medium,0,B,1,B,1,,0,B,1,B,1
mmlu,189,A,A,A,A,A,1,1,1,1,0,,0,A,1,A,1,D,0,A,1,A,1
mmlu,190,C,C,C,C,C,1,1,1,1,0,,0,C,1,C,1,B,0,C,1,C,1
mmlu,191,A,A,A,A,A,1,1,1,1,1,strong,0,A,1,,0,A,1,A,1,A,1
mmlu,192,B,B,B,B,B,1,1,1,1,3,"very_strong,medium,weak",0,,0,B,1,,0,,0,B,1
mmlu,193,C,C,C,C,C,1,1,1,1,2,"medium,very_weak",0,C,1,C,1,,0,C,1,,0
mmlu,194,B,B,B,B,B,1,1,1,1,1,weak,0,B,1,B,1,A,0,,0,B,1
mmlu,195,C,C,C,C,C,1,1,1,1,0,,0,C,1,C,1,C,1,C,1,C,1
mmlu,196,D,D,D,D,D,1,1,1,1,0,,0,D,1,D,1,A,0,D,1,D,1
mmlu,197,B,B,B,B,B,1,1,1,1,0,,0,B,1,B,1,B,1,B,1,B,1
mmlu,198,D,B,D,D,B,0,1,1,0,1,very_weak,0,B,0,D,1,B,0,D,1,,0
mmlu,199,C,C,C,C,C,1,1,1,1,0,,0,C,1,C,1,B,0,C,1,C,1
